"ka"	"avg.dif"	"stdev"	"sites.used"
37.1	-2.29886012050154	1.31710345137376	9
37	-2.29886012050154	1.31710345137376	9
36.9	-2.29886012050154	1.31710345137376	9
36.8	-2.29886012050154	1.31710345137376	9
36.7	-2.29886012050154	1.31710345137376	9
36.6	-2.48246458231558	1.34913773116362	10
36.5	-2.84240623134126	1.24837718825358	9
36.4	-2.84240623134126	1.24837718825358	9
36.3	-2.84240623134126	1.24837718825358	9
36.2	-2.84240623134126	1.24837718825358	9
36.1	-2.84240623134126	1.24837718825358	9
36	-2.84240623134126	1.24837718825358	9
35.9	-2.31235288892836	1.11717129785313	11
35.8	-2.31235288892836	1.11717129785313	11
35.7	-2.31235288892836	1.11717129785313	11
35.6	-2.31235288892836	1.11717129785313	11
35.5	-2.31235288892836	1.11717129785313	11
35.4	-2.31235288892836	1.11717129785313	11
35.3	-2.31235288892836	1.11717129785313	11
35.2	-2.31235288892836	1.11717129785313	11
35.1	-2.31235288892836	1.11717129785313	11
35	-2.31235288892836	1.11717129785313	11
34.9	-2.31235288892836	1.11717129785313	11
34.8	-2.130097703957	1.08849389847867	10
34.7	-2.130097703957	1.08849389847867	10
34.6	-2.130097703957	1.08849389847867	10
34.5	-2.130097703957	1.08849389847867	10
34.4	-2.130097703957	1.08849389847867	10
34.3	-2.130097703957	1.08849389847867	10
34.2	-2.130097703957	1.08849389847867	10
34.1	-2.130097703957	1.08849389847867	10
34	-2.130097703957	1.08849389847867	10
33.9	-2.130097703957	1.08849389847867	10
33.8	-2.130097703957	1.08849389847867	10
33.7	-2.24508149398232	1.05243671349448	11
33.6	-2.24508149398232	1.05243671349448	11
33.5	-2.24508149398232	1.05243671349448	11
33.4	-1.80595383488031	1.07868955021431	12
33.3	-1.80595383488031	1.07868955021431	12
33.2	-1.71478438513123	1.13030153258645	11
33.1	-1.71478438513123	1.13030153258645	11
33	-1.71478438513123	1.13030153258645	11
32.9	-1.71478438513123	1.13030153258645	11
32.8	-1.78048974108451	1.08604823303722	12
32.7	-1.55695696584802	1.05377025702828	11
32.6	-1.55695696584802	1.05377025702828	11
32.5	-1.55695696584802	1.05377025702828	11
32.4	-1.55695696584802	1.05377025702828	11
32.3	-1.55695696584802	1.05377025702828	11
32.2	-1.55695696584802	1.05377025702828	11
32.1	-1.37316072300928	1.09185107004658	10
32	-1.85402214623026	1.15563370736052	9
31.9	-1.85402214623026	1.15563370736052	9
31.8	-1.77286883243772	1.2320709454309	8
31.7	-1.77286883243772	1.2320709454309	8
31.6	-1.77286883243772	1.2320709454309	8
31.5	-1.77286883243772	1.2320709454309	8
31.4	-1.77286883243772	1.2320709454309	8
31.3	-1.77286883243772	1.2320709454309	8
31.2	-1.77286883243772	1.2320709454309	8
31.1	-1.77286883243772	1.2320709454309	8
31	-1.77286883243772	1.2320709454309	8
30.9	-1.82466780654617	1.32961461523324	10
30.8	-1.82466780654617	1.32961461523324	10
30.7	-2.18045032642004	1.57445913773602	11
30.6	-2.63773815339521	1.61958645830299	11
30.5	-2.58052027357108	1.69543424540119	10
30.4	-2.49931607230093	1.91261264590097	8
30.3	-2.04605927373392	1.81513963948053	9
30.2	-1.8854347826087	1.81982812986203	10
30.1	-1.8854347826087	1.81982812986203	10
30	-1.8854347826087	1.81982812986203	10
29.9	-1.34160634187503	1.81855381065693	11
29.8	-1.5693738804755	1.8021184129179	12
29.7	-1.5693738804755	1.8021184129179	12
29.6	-1.5693738804755	1.8021184129179	12
29.5	-1.5693738804755	1.8021184129179	12
29.4	-1.5693738804755	1.8021184129179	12
29.3	-1.5693738804755	1.8021184129179	12
29.2	-1.5693738804755	1.8021184129179	12
29.1	-1.5693738804755	1.8021184129179	12
29	-1.5693738804755	1.8021184129179	12
28.9	-1.5693738804755	1.8021184129179	12
28.8	-1.46747961369359	1.83674425452648	13
28.7	-1.46747961369359	1.83674425452648	13
28.6	-1.54461203387071	1.83347040659054	12
28.5	-1.54461203387071	1.83347040659054	12
28.4	-0.647846071856821	1.52215210238265	11
28.3	-0.647846071856821	1.52215210238265	11
28.2	-0.688988764044948	1.4740923929224	10
28.1	-0.370032025185914	1.48290988169237	9
28	-0.589357596482663	1.40635263971583	10
27.9	-0.922455626119531	1.72266975571919	12
27.8	-0.635877337123071	1.70738195069784	11
27.7	-0.997361993160731	1.82409519614949	12
27.6	-0.994453421517425	1.78914532797401	13
27.5	-1.35895306452219	2.11307475737275	13
27.4	-1.60386541279922	2.18289419577241	12
27.3	-1.53451955958063	2.16242091464296	13
27.2	-1.64200048851979	2.13959779499063	12
27.1	-1.81826688211642	2.07499531023956	13
27	-2.03228068951079	2.06268950506524	14
26.9	-2.03228068951079	2.06268950506524	14
26.8	-2.10495096012927	2.07111665517288	13
26.7	-2.30441546728797	2.23165866218952	13
26.6	-2.30441546728797	2.23165866218952	13
26.5	-2.30441546728797	2.23165866218952	13
26.4	-2.14583885825948	2.31190095396396	14
26.3	-2.1029718286924	2.26511693958588	15
26.2	-2.38666503826738	2.18906572395016	15
26.1	-2.38666503826738	2.18906572395016	15
26	-2.38666503826738	2.18906572395016	15
25.9	-2.38666503826738	2.18906572395016	15
25.8	-2.21861260381045	2.24093183905485	16
25.7	-2.12286847323199	2.25227184259872	17
25.6	-2.21164967024914	2.24897502019278	16
25.5	-2.60393258426966	2.31363652148542	14
25.4	-2.68451555121316	2.23340024453669	15
25.3	-2.68451555121316	2.23340024453669	15
25.2	-2.68451555121316	2.23340024453669	15
25.1	-2.68451555121316	2.23340024453669	15
25	-2.68451555121316	2.23340024453669	15
24.9	-2.24798078488846	2.20347332938827	15
24.8	-1.56106008793356	2.0795666093956	15
24.7	-1.56106008793356	2.0795666093956	15
24.6	-1.56106008793356	2.0795666093956	15
24.5	-1.30302882266732	2.08515799605687	13
24.4	-1.75300439667807	2.08339646513713	12
24.3	-1.75300439667807	2.08339646513713	12
24.2	-1.95550695030422	2.13329726561312	11
24.1	-1.87670574824947	2.05549410931299	12
24	-1.87670574824947	2.05549410931299	12
23.9	-1.87670574824947	2.05549410931299	12
23.8	-1.23364022396753	1.97126191947919	13
23.7	-1.20301137553214	1.92152246742024	14
23.6	-1.17855072463768	1.87312949329156	15
23.5	-0.973447204968947	1.86413566296355	14
23.4	-0.973447204968947	1.86413566296355	14
23.3	-1.0549259078326	1.7963282681456	15
23.2	-1.07432665689627	1.81954269229999	15
23.1	-1.13850604543234	1.75123479101429	16
23	-1.11477484985201	1.73058411904398	17
22.9	-1.18432828529555	1.74382847828707	15
22.8	-1.18432828529555	1.74382847828707	15
22.7	-0.996589085072229	1.75506588168542	14
22.6	-0.739000162839927	1.46939835222906	15
22.5	-1.16353774533751	1.64117261608866	17
22.4	-1.1859565828041	1.64943706900646	16
22.3	-1.1859565828041	1.64943706900646	16
22.2	-1.49579729302566	1.88006701900702	17
22.1	-1.49579729302566	1.88006701900702	17
22	-1.63989171144765	1.83522226675401	18
21.9	-1.74414020517831	1.75324034728135	20
21.8	-1.84440063274944	1.72761268967976	21
21.7	-2.00149114848675	1.62299037217942	21
21.6	-2.04389594528578	1.61464346945792	20
21.5	-2.21315450548474	1.56305566277476	22
21.4	-2.18159979609609	1.56176485304448	23
21.3	-2.13971665852467	1.59831150802513	22
21.2	-1.97531695628911	1.52502713855907	21
21.1	-1.92456155349292	1.5643379096751	20
21	-1.99019232252591	1.61147872680908	19
20.9	-2.29731314118222	1.48569506898595	17
20.8	-2.25045188080118	1.49045829154649	18
20.7	-2.25045188080118	1.49045829154649	18
